Division,School,Number_of_Students_Missing_10%_or_More_of_the_Days_Enrolled,Number_of_Students_Enrolled_for_Half_the_Year_or_More,Chronic_Absenteeism_Rate,Dropouts,Students_in_the_Cohort,Cohort_Dropout_Rate,Diplomas,GEDs,Certificates_of_Completion,Still_Enrolled,Graduation_Completion_Index,End_of_Year_Average_Daily_Membership,School_Level_Expenditures_Per_Pupil_Federal,School_Level_Expenditures_Per_Pupil_State,School_Level_Expenditures_Per_Pupil_Subtotal,Division_Level_Expenditures_Per_Pupil_Federal,Division_Level_Expenditures_Per_Pupil_State,Division_Level_Expenditures_Per_Pupil_Subtotal,Total_Per_Pupil_Expenditures,Per_Pupil_Exclusions,Total_Expenditures,Per_Pupil_Federal_Funds,Per_Pupil_State_Funds,Poverty_Level,Percent_of_Inexperienced_Teachers,Percent_of_Out_of_Field_Teachers,Percent_of_Out_of_Field_and_Inexperienced_Teachers,NCES_School_ID,State_School_ID,NCES_District_ID,State_District_ID,Low_Grade*,High_Grade*,County_Name*,Street_Address,City,State,ZIP,Final_Location_,Latitude,Longitude,ZIP_4_digit,Phone,Locale_Code*,Locale*,Charter,Magnet*,Title_I_School*,Title_1_School_Wide*,Students*,Teachers*,Student_Teacher_Ratio*,Free_Lunch*,Reduced_Lunch*,Directly_Certified*,Type,Status,county,CENSUSTRACT_FIPS,SDI_score,PovertyLT100_FPL_score,Single_Parent_Fam_score,Education_LT12years_score,HHNo_Vehicle_score,HHRenter_Occupied_score,HHCrowding_score,Nonemployed_score,sdi,pct_Poverty_LT100,pct_Single_Parent_Fam,pct_Education_LT12years,pct_NonEmployed,pctHH_No_Vehicle,pctHH_Renter_Occupied,pctHH_Crowding,CensusTract_population
Suffolk City Public Schools,HILLPOINT ELEMENTARY,155.0,676.0,22.93,,,,,,,,,726.87,680.0,6018.0,6698.0,579.0,4378.0,4957.0,11655.0,0.0,8471639.0,1259.0,10396.0,Medium Poverty,3.8,13.2,0.0,510371002777,VA-127-1270450,5103710,VA-127,PK,5,Suffolk city,1101 Hillpoint Rd,Suffolk,VA,23434,Suffolk city 1101 Hillpoint Rd Suffolk VA 23434,,,,(757)925-6750,21,Suburb: Large,No,No,Yes,Yes,720,44.5,16.18,687,0,–,Regular,Open,suffolk city,51800,42.21428571,39.35714286,46.57142857,52.39285714,49.89285714,41.78571429,31.67857143,50.42857143,-0.2587912268,0.1051606187,0.1311357134,0.1204189477,0.06378848054,0.06955922222,0.2896287155,0.01465360471,89160
Suffolk City Public Schools,JOHN F. KENNEDY MIDDLE,133.0,541.0,24.58,,,,,,,,,521.37,332.0,8105.0,8438.0,579.0,4378.0,4957.0,13395.0,0.0,6983687.0,911.0,12483.0,Medium Poverty,1.8,10.9,0.0,510371001621,VA-127-1270370,5103710,VA-127,6,8,Suffolk city,2325 E Washington St,Suffolk,VA,23434,Suffolk city 2325 E Washington St Suffolk VA 23434,,,,(757)934-6212,21,Suburb: Large,No,No,No,†,511,46.11,11.08,508,0,–,Regular,Open,suffolk city,51800,42.21428571,39.35714286,46.57142857,52.39285714,49.89285714,41.78571429,31.67857143,50.42857143,-0.2587912268,0.1051606187,0.1311357134,0.1204189477,0.06378848054,0.06955922222,0.2896287155,0.01465360471,89160
Suffolk City Public Schools,JOHN YEATES MIDDLE,55.0,510.0,10.78,,,,,,,,,483.15,241.0,8912.0,9152.0,579.0,4378.0,4957.0,14110.0,0.0,6817141.0,820.0,13290.0,Medium Poverty,4.2,8.3,0.0,510371001623,VA-127-1270380,5103710,VA-127,6,8,Suffolk city,4901 Bennetts Pasture Rd,Suffolk,VA,23435,Suffolk city 4901 Bennetts Pasture Rd Suffolk VA 23435,,,,(757)923-4105,21,Suburb: Large,No,No,No,†,480,40.43,11.87,115,25,–,Regular,Open,suffolk city,51800,42.21428571,39.35714286,46.57142857,52.39285714,49.89285714,41.78571429,31.67857143,50.42857143,-0.2587912268,0.1051606187,0.1311357134,0.1204189477,0.06378848054,0.06955922222,0.2896287155,0.01465360471,89160
Suffolk City Public Schools,KILBY SHORES ELEMENTARY,56.0,398.0,14.07,,,,,,,,,475.11,737.0,7405.0,8143.0,579.0,4378.0,4957.0,13100.0,0.0,6223911.0,1316.0,11783.0,Medium Poverty,0.0,2.9,0.0,510371001877,VA-127-1270230,5103710,VA-127,PK,5,Suffolk city,111 Kilby Shores Dr,Suffolk,VA,23434,Suffolk city 111 Kilby Shores Dr Suffolk VA 23434,,,,(757)934-6214,21,Suburb: Large,No,No,Yes,Yes,478,30.33,15.76,214,41,–,Regular,Open,suffolk city,51800,42.21428571,39.35714286,46.57142857,52.39285714,49.89285714,41.78571429,31.67857143,50.42857143,-0.2587912268,0.1051606187,0.1311357134,0.1204189477,0.06378848054,0.06955922222,0.2896287155,0.01465360471,89160
Suffolk City Public Schools,KING'S FORK HIGH,492.0,1639.0,30.02,32,421,7.6,364,12,0,17,87.7,1638.96,152.0,6645.0,6796.0,579.0,4378.0,4957.0,11754.0,24999.0,19263967.0,731.0,11023.0,Medium Poverty,0.8,2.4,0.0,510371002426,VA-127-1270395,5103710,VA-127,9,12,Suffolk city,351 Kings Fork Road,Suffolk,VA,23434,Suffolk city 351 Kings Fork Road Suffolk VA 23434,,,,(757)923-5240,21,Suburb: Large,No,No,No,†,1675,100.95,16.59,577,71,–,Regular,Open,suffolk city,51800,42.21428571,39.35714286,46.57142857,52.39285714,49.89285714,41.78571429,31.67857143,50.42857143,-0.2587912268,0.1051606187,0.1311357134,0.1204189477,0.06378848054,0.06955922222,0.2896287155,0.01465360471,89160
Suffolk City Public Schools,KING'S FORK MIDDLE,254.0,1018.0,24.95,,,,,,,,,1055.94,225.0,6603.0,6828.0,579.0,4378.0,4957.0,11785.0,0.0,12444165.0,804.0,10981.0,Medium Poverty,1.2,8.6,0.0,510371002321,VA-127-1270393,5103710,VA-127,6,8,Suffolk city,350 Kings Fork Rd.,Suffolk,VA,23434,Suffolk city 350 Kings Fork Rd. Suffolk VA 23434,,,,(757)923-5246,41,Rural: Fringe,No,No,No,†,1058,73.28,14.44,472,50,–,Regular,Open,suffolk city,51800,42.21428571,39.35714286,46.57142857,52.39285714,49.89285714,41.78571429,31.67857143,50.42857143,-0.2587912268,0.1051606187,0.1311357134,0.1204189477,0.06378848054,0.06955922222,0.2896287155,0.01465360471,89160
Suffolk City Public Schools,LAKELAND HIGH,371.0,1056.0,35.13,20,268,7.46,237,10,0,9,88,1057.82,218.0,7921.0,8140.0,579.0,4378.0,4957.0,13097.0,1491.0,13854163.0,797.0,12299.0,Medium Poverty,3.4,7.9,0.0,510371002219,VA-127-1270300,5103710,VA-127,9,12,Suffolk city,214 Kenyon Road,Suffolk,VA,23434,Suffolk city 214 Kenyon Road Suffolk VA 23434,,,,(757)925-5790,41,Rural: Fringe,No,Yes,No,†,1085,72.07,15.05,456,45,–,Regular,Open,suffolk city,51800,42.21428571,39.35714286,46.57142857,52.39285714,49.89285714,41.78571429,31.67857143,50.42857143,-0.2587912268,0.1051606187,0.1311357134,0.1204189477,0.06378848054,0.06955922222,0.2896287155,0.01465360471,89160
Suffolk City Public Schools,MACK BENN JR. ELEMENTARY,148.0,655.0,22.6,,,,,,,,,663.6,1286.0,6356.0,7642.0,579.0,4378.0,4957.0,12600.0,0.0,8361068.0,1865.0,10734.0,Medium Poverty,1.9,16.7,0.0,510371001895,VA-127-1270330,5103710,VA-127,PK,5,Suffolk city,1253 Nansemond Pkwy,Suffolk,VA,23434,Suffolk city 1253 Nansemond Pkwy Suffolk VA 23434,,,,(757)934-6224,21,Suburb: Large,No,No,Yes,Yes,638,45,14.18,547,0,–,Regular,Open,suffolk city,51800,42.21428571,39.35714286,46.57142857,52.39285714,49.89285714,41.78571429,31.67857143,50.42857143,-0.2587912268,0.1051606187,0.1311357134,0.1204189477,0.06378848054,0.06955922222,0.2896287155,0.01465360471,89160
Suffolk City Public Schools,NANSEMOND PARKWAY ELEMENTARY,69.0,409.0,16.87,,,,,,,,,405.22,653.0,8780.0,9433.0,579.0,4378.0,4957.0,14390.0,0.0,5831288.0,1232.0,13158.0,Medium Poverty,5.3,18.4,0.0,510371001878,VA-127-1270220,5103710,VA-127,PK,5,Suffolk city,3012 Nansemond Pkwy,Suffolk,VA,23434,Suffolk city 3012 Nansemond Pkwy Suffolk VA 23434,,,,(757)923-4167,41,Rural: Fringe,No,No,Yes,Yes,396,28.5,13.89,197,33,–,Regular,Open,suffolk city,51800,42.21428571,39.35714286,46.57142857,52.39285714,49.89285714,41.78571429,31.67857143,50.42857143,-0.2587912268,0.1051606187,0.1311357134,0.1204189477,0.06378848054,0.06955922222,0.2896287155,0.01465360471,89160
Suffolk City Public Schools,NANSEMOND RIVER HIGH,281.0,1680.0,16.73,10,386,2.59,364,10,0,6,94.6,1628.87,38.0,6634.0,6672.0,579.0,4378.0,4957.0,11630.0,2881.0,18943263.0,617.0,11012.0,Medium Poverty,2.5,5.1,0.0,510371002218,VA-127-1270240,5103710,VA-127,9,12,Suffolk city,3301 Nansemond Pkwy,Suffolk,VA,23435,Suffolk city 3301 Nansemond Pkwy Suffolk VA 23435,,,,(757)923-4101,21,Suburb: Large,No,Yes,No,†,1662,99.72,16.67,314,67,–,Regular,Open,suffolk city,51800,42.21428571,39.35714286,46.57142857,52.39285714,49.89285714,41.78571429,31.67857143,50.42857143,-0.2587912268,0.1051606187,0.1311357134,0.1204189477,0.06378848054,0.06955922222,0.2896287155,0.01465360471,89160
Suffolk City Public Schools,NORTHERN SHORES ELEMENTARY,62.0,758.0,8.18,,,,,,,,,795.05,602.0,5626.0,6228.0,579.0,4378.0,4957.0,11186.0,0.0,8893273.0,1181.0,10004.0,Medium Poverty,3.8,9.6,0.0,510371001475,VA-127-1270391,5103710,VA-127,PK,5,Suffolk city,6701 Respass Beach Rd,Suffolk,VA,23435,Suffolk city 6701 Respass Beach Rd Suffolk VA 23435,,,,(757)923-4169,21,Suburb: Large,No,No,No,†,776,45.5,17.05,140,46,–,Regular,Open,suffolk city,51800,42.21428571,39.35714286,46.57142857,52.39285714,49.89285714,41.78571429,31.67857143,50.42857143,-0.2587912268,0.1051606187,0.1311357134,0.1204189477,0.06378848054,0.06955922222,0.2896287155,0.01465360471,89160
Suffolk City Public Schools,OAKLAND ELEMENTARY,70.0,431.0,16.24,,,,,,,,,458.59,142.0,6620.0,6762.0,579.0,4378.0,4957.0,11719.0,0.0,5374315.0,721.0,10998.0,Medium Poverty,2.9,2.9,2.9,510371001626,VA-127-1270070,5103710,VA-127,PK,5,Suffolk city,5505 Godwin Blvd,Suffolk,VA,23434,Suffolk city 5505 Godwin Blvd Suffolk VA 23434,,,,(757)923-5248,41,Rural: Fringe,No,No,No,†,458,28.21,16.24,172,23,–,Regular,Open,suffolk city,51800,42.21428571,39.35714286,46.57142857,52.39285714,49.89285714,41.78571429,31.67857143,50.42857143,-0.2587912268,0.1051606187,0.1311357134,0.1204189477,0.06378848054,0.06955922222,0.2896287155,0.01465360471,89160
Suffolk City Public Schools,SOUTHWESTERN ELEMENTARY,95.0,562.0,16.9,,,,,,,,,563.16,534.0,6485.0,7019.0,579.0,4378.0,4957.0,11977.0,592119.0,6744692.0,1113.0,10863.0,Medium Poverty,0.0,0.0,0.0,510371001629,VA-127-1270047,5103710,VA-127,PK,5,Suffolk city,150 Pioneer Rd,Suffolk,VA,23437,Suffolk city 150 Pioneer Rd Suffolk VA 23437,,,,(757)925-5782,41,Rural: Fringe,No,No,Yes,Yes,548,35.67,15.36,253,38,–,Regular,Open,suffolk city,51800,42.21428571,39.35714286,46.57142857,52.39285714,49.89285714,41.78571429,31.67857143,50.42857143,-0.2587912268,0.1051606187,0.1311357134,0.1204189477,0.06378848054,0.06955922222,0.2896287155,0.01465360471,89160
Suffolk City Public Schools,FIRST ACADEMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,510371003070,VA-127-1270130,5103710,VA-127,†,†,Suffolk city,4169 Pruden Blvd,Suffolk,VA,23434,Suffolk city 4169 Pruden Blvd Suffolk VA 23434,,,,(757)923-5254,21,Suburb: Large,No,No,No,†,†,–,†,†,†,†,Vocational,Open,suffolk city,51800,42.21428571,39.35714286,46.57142857,52.39285714,49.89285714,41.78571429,31.67857143,50.42857143,-0.2587912268,0.1051606187,0.1311357134,0.1204189477,0.06378848054,0.06955922222,0.2896287155,0.01465360471,89160
Suffolk City Public Schools,THE COLLEGE AND CAREER ACADEMY AT PRUDEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,510371003045,VA-127-1270396,5103710,VA-127,†,†,Suffolk city,4169 Pruden Blvd,Suffolk,VA,23434,Suffolk city 4169 Pruden Blvd Suffolk VA 23434,,,,(757)925-5651,41,Rural: Fringe,No,No,No,†,†,15,†,†,†,†,Vocational,Open,suffolk city,51800,42.21428571,39.35714286,46.57142857,52.39285714,49.89285714,41.78571429,31.67857143,50.42857143,-0.2587912268,0.1051606187,0.1311357134,0.1204189477,0.06378848054,0.06955922222,0.2896287155,0.01465360471,89160
Suffolk City Public Schools,TURLINGTON WOODS ALTERNATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,510371002555,VA-127-1270392,5103710,VA-127,†,†,Suffolk city,629 Turlington Rd,Suffolk,VA,23434,Suffolk city 629 Turlington Rd Suffolk VA 23434,,,,(757)934-6215,21,Suburb: Large,No,No,No,†,†,–,†,†,†,†,Other/Alternative,Open,suffolk city,51800,42.21428571,39.35714286,46.57142857,52.39285714,49.89285714,41.78571429,31.67857143,50.42857143,-0.2587912268,0.1051606187,0.1311357134,0.1204189477,0.06378848054,0.06955922222,0.2896287155,0.01465360471,89160
Surry County Public Schools,LUTHER P. JACKSON MIDDLE,8.0,203.0,3.94,,,,,,,,,181.14,2311.0,13491.0,15802.0,245.0,7709.0,7954.0,23757.0,30176.0,4303261.0,2556.0,21200.0,Medium Poverty,0.0,3.6,0.0,510375001201,VA-090-0900030,5103750,VA-090,5,8,Surry County,4255 New Design Rd,Dendron,VA,23839,Surry County 4255 New Design Rd Dendron VA 23839,,,2212.0,(757)267-2810,42,Rural: Distant,No,No,Yes,No,187,22.56,8.29,108,18,–,Regular,Open,surry county,51181,53.0,56.0,43.0,65.0,58.5,36.5,34.0,71.5,0.05929552,0.13564529,0.1041543,0.1419737655,0.0763819555,0.074672919,0.232109945,0.016699411,6600
Surry County Public Schools,SURRY COUNTY HIGH,37.0,211.0,17.54,2,59,3.39,55,0,0,2,95.6,212.05,1191.0,18966.0,20157.0,245.0,7709.0,7954.0,28111.0,127976.0,5961009.0,1436.0,26675.0,Medium Poverty,5.4,13.5,0.0,510375001635,VA-090-0900010,5103750,VA-090,9,12,Surry County,1675 Hollybush Rd,Dendron,VA,23839,Surry County 1675 Hollybush Rd Dendron VA 23839,,,2201.0,(757)267-2211,42,Rural: Distant,No,No,No,†,228,33.43,6.82,102,15,–,Regular,Open,surry county,51181,53.0,56.0,43.0,65.0,58.5,36.5,34.0,71.5,0.05929552,0.13564529,0.1041543,0.1419737655,0.0763819555,0.074672919,0.232109945,0.016699411,6600
Surry County Public Schools,SURRY ELEMENTARY,49.0,238.0,20.59,,,,,,,,,252.62,1484.0,12276.0,13760.0,245.0,7709.0,7954.0,21714.0,0.0,5485416.0,1729.0,19985.0,Medium Poverty,0.0,3.4,0.0,510375002002,VA-090-0900020,5103750,VA-090,PK,4,Surry County,1600 Hollybush Rd,Dendron,VA,23839,Surry County 1600 Hollybush Rd Dendron VA 23839,,,9713.0,(757)267-2558,42,Rural: Distant,No,No,Yes,No,240,23.7,10.13,186,16,–,Regular,Open,surry county,51181,53.0,56.0,43.0,65.0,58.5,36.5,34.0,71.5,0.05929552,0.13564529,0.1041543,0.1419737655,0.0763819555,0.074672919,0.232109945,0.016699411,6600
Sussex County Public Schools,SUSSEX CENTRAL ELEMENTARY,126.0,410.0,30.73,,,,,,,,,455.16,946.0,1450.0,2396.0,2244.0,15694.0,17938.0,20334.0,61500.0,9255082.0,3190.0,17144.0,High Poverty,5.0,7.5,5.0,510378002959,VA-091-0910483,5103780,VA-091,PK,5,Sussex County,21392 Sussex Drive,Stony Creek,VA,23882,Sussex County 21392 Sussex Drive Stony Creek VA 23882,,,3751.0,(434)246-8960,42,Rural: Distant,No,No,Yes,Yes,439,34,12.91,436,0,–,Regular,Open,sussex county,51183,57.2,55.0,51.6,84.6,53.6,41.4,26.6,56.0,0.1859317,0.141653642,0.1432093386,0.237301744,0.0699472782,0.0663248866,0.262967016,0.01024366858,11486
Sussex County Public Schools,SUSSEX CENTRAL HIGH,97.0,316.0,30.7,7,73,9.59,66,1,0,1,84.3,287.72,43.0,1680.0,1724.0,2244.0,15694.0,17938.0,19661.0,38500.0,5657006.0,2287.0,17374.0,High Poverty,2.9,8.8,0.0,510378001643,VA-091-0910340,5103780,VA-091,9,12,Sussex County,21394 Sussex Drive,Stony Creek,VA,23882,Sussex County 21394 Sussex Drive Stony Creek VA 23882,,,3751.0,(434)246-6051,42,Rural: Distant,No,No,No,†,312,34.89,8.94,284,0,–,Regular,Open,sussex county,51183,57.2,55.0,51.6,84.6,53.6,41.4,26.6,56.0,0.1859317,0.141653642,0.1432093386,0.237301744,0.0699472782,0.0663248866,0.262967016,0.01024366858,11486
Sussex County Public Schools,SUSSEX CENTRAL MIDDLE,70.0,236.0,29.66,,,,,,,,,229.5,0.0,4000.0,4000.0,2244.0,15694.0,17938.0,21938.0,0.0,5034755.0,2244.0,19694.0,High Poverty,0.0,3.6,0.0,510378002962,VA-091-0910482,5103780,VA-091,6,8,Sussex County,21356 Sussex Drive,Stony Creek,VA,23882,Sussex County 21356 Sussex Drive Stony Creek VA 23882,,,3751.0,(434)246-2251,42,Rural: Distant,No,No,Yes,Yes,224,21.86,10.25,214,0,–,Regular,Open,sussex county,51183,57.2,55.0,51.6,84.6,53.6,41.4,26.6,56.0,0.1859317,0.141653642,0.1432093386,0.237301744,0.0699472782,0.0663248866,0.262967016,0.01024366858,11486
Tazewell County Public Schools,ABB'S VALLEY-BOISSEVAIN ELEMENTARY,52.0,122.0,42.62,,,,,,,,,149.9,1481.0,7190.0,8671.0,587.0,2979.0,3566.0,12237.0,0.0,1834266.0,2068.0,10169.0,Medium Poverty,33.3,6.7,6.7,510381001645,VA-092-0921020,5103810,VA-092,PK,5,Tazewell County,P. O. Box 69,Boissevain,VA,24606,Tazewell County P. O. Box 69 Boissevain VA 24606,,,69.0,(276)945-5969,42,Rural: Distant,No,No,Yes,Yes,156,11,14.18,153,0,–,Regular,Open,tazewell county,51185,59.09090909,67.18181818,33.18181818,77.90909091,62.36363636,38.81818182,30.45454545,67.81818182,0.2470838427,0.1702845936,0.08744174673,0.1937145436,0.08597874127,0.08168797545,0.2491047009,0.01063653915,42080
Tazewell County Public Schools,CEDAR BLUFF ELEMENTARY,137.0,364.0,37.64,,,,,,,,,395.42,948.0,5959.0,6907.0,587.0,2979.0,3566.0,10473.0,0.0,4141096.0,1535.0,8938.0,Medium Poverty,6.1,0.0,0.0,510381001648,VA-092-0920830,5103810,VA-092,PK,5,Tazewell County,P.O. Box 1400,Cedar Bluff,VA,24609,Tazewell County P.O. Box 1400 Cedar Bluff VA 24609,,,1400.0,(276)963-5765,32,Town: Distant,No,No,Yes,Yes,395,22.53,17.53,195,33,–,Regular,Open,tazewell county,51185,59.09090909,67.18181818,33.18181818,77.90909091,62.36363636,38.81818182,30.45454545,67.81818182,0.2470838427,0.1702845936,0.08744174673,0.1937145436,0.08597874127,0.08168797545,0.2491047009,0.01063653915,42080
Tazewell County Public Schools,DUDLEY PRIMARY,118.0,329.0,35.87,,,,,,,,,340.26,675.0,5782.0,6457.0,587.0,2979.0,3566.0,10022.0,0.0,3410195.0,1262.0,8761.0,Medium Poverty,12.0,4.0,0.0,510381001650,VA-092-0920750,5103810,VA-092,PK,2,Tazewell County,1840 Tazewell Ave,Bluefield,VA,24605,Tazewell County 1840 Tazewell Ave Bluefield VA 24605,,,1199.0,(276)326-1507,32,Town: Distant,No,No,Yes,Yes,340,21.26,15.99,167,20,–,Regular,Open,tazewell county,51185,59.09090909,67.18181818,33.18181818,77.90909091,62.36363636,38.81818182,30.45454545,67.81818182,0.2470838427,0.1702845936,0.08744174673,0.1937145436,0.08597874127,0.08168797545,0.2491047009,0.01063653915,42080
Tazewell County Public Schools,GRAHAM HIGH,133.0,519.0,25.63,9,132,6.82,120,3,0,0,92.6,508.37,85.0,6577.0,6662.0,587.0,2979.0,3566.0,10228.0,45688.0,5199480.0,672.0,9556.0,Medium Poverty,9.1,7.3,1.8,510381001653,VA-092-0920940,5103810,VA-092,9,12,Tazewell County,210 Valleydale,Bluefield,VA,24605,Tazewell County 210 Valleydale Bluefield VA 24605,,,9400.0,(276)326-1235,32,Town: Distant,No,No,No,†,511,34.14,14.97,187,27,–,Regular,Open,tazewell county,51185,59.09090909,67.18181818,33.18181818,77.90909091,62.36363636,38.81818182,30.45454545,67.81818182,0.2470838427,0.1702845936,0.08744174673,0.1937145436,0.08597874127,0.08168797545,0.2491047009,0.01063653915,42080
Tazewell County Public Schools,GRAHAM INTERMEDIATE,72.0,273.0,26.37,,,,,,,,,257.22,1038.0,5896.0,6934.0,587.0,2979.0,3566.0,10500.0,0.0,2700767.0,1625.0,8875.0,Medium Poverty,19.2,11.5,7.7,510381001652,VA-092-0920960,5103810,VA-092,3,5,Tazewell County,808 Greever Ave,Bluefield,VA,24605,Tazewell County 808 Greever Ave Bluefield VA 24605,,,1519.0,(276)326-3737,32,Town: Distant,No,No,Yes,Yes,256,16.33,15.68,125,14,–,Regular,Open,tazewell county,51185,59.09090909,67.18181818,33.18181818,77.90909091,62.36363636,38.81818182,30.45454545,67.81818182,0.2470838427,0.1702845936,0.08744174673,0.1937145436,0.08597874127,0.08168797545,0.2491047009,0.01063653915,42080
Tazewell County Public Schools,GRAHAM MIDDLE,123.0,368.0,33.42,,,,,,,,,394.14,452.0,6954.0,7407.0,587.0,2979.0,3566.0,10972.0,1520.0,4324628.0,1039.0,9933.0,Medium Poverty,10.0,4.0,2.0,510381001654,VA-092-0920010,5103810,VA-092,6,8,Tazewell County,#1 Academic Cir,Bluefield,VA,24605,Tazewell County #1 Academic Cir Bluefield VA 24605,,,9220.0,(276)326-1101,41,Rural: Fringe,No,No,No,†,389,30.35,12.82,179,24,–,Regular,Open,tazewell county,51185,59.09090909,67.18181818,33.18181818,77.90909091,62.36363636,38.81818182,30.45454545,67.81818182,0.2470838427,0.1702845936,0.08744174673,0.1937145436,0.08597874127,0.08168797545,0.2491047009,0.01063653915,42080
Tazewell County Public Schools,RICHLANDS ELEMENTARY,193.0,495.0,38.99,,,,,,,,,565.03,874.0,6784.0,7658.0,587.0,2979.0,3566.0,11224.0,0.0,6341866.0,1461.0,9763.0,Medium Poverty,4.3,2.1,2.1,510381001660,VA-092-0920822,5103810,VA-092,PK,5,Tazewell County,309 East Front St,Richlands,VA,24641,Tazewell County 309 East Front St Richlands VA 24641,,,3095.0,(276)964-4112,32,Town: Distant,No,No,Yes,Yes,580,31.91,18.18,537,0,–,Regular,Open,tazewell county,51185,59.09090909,67.18181818,33.18181818,77.90909091,62.36363636,38.81818182,30.45454545,67.81818182,0.2470838427,0.1702845936,0.08744174673,0.1937145436,0.08597874127,0.08168797545,0.2491047009,0.01063653915,42080
Tazewell County Public Schools,RICHLANDS HIGH,154.0,626.0,24.6,6,156,3.85,149,4,0,0,95.6,657.7,400.0,6305.0,6704.0,587.0,2979.0,3566.0,10270.0,35420.0,6754672.0,987.0,9284.0,Medium Poverty,4.7,3.5,0.0,510381001661,VA-092-0920821,5103810,VA-092,9,12,Tazewell County,138 Tornado Alley,Richlands,VA,24641,Tazewell County 138 Tornado Alley Richlands VA 24641,,,3069.0,(276)964-4602,32,Town: Distant,No,No,No,†,680,55.32,12.29,322,38,–,Regular,Open,tazewell county,51185,59.09090909,67.18181818,33.18181818,77.90909091,62.36363636,38.81818182,30.45454545,67.81818182,0.2470838427,0.1702845936,0.08744174673,0.1937145436,0.08597874127,0.08168797545,0.2491047009,0.01063653915,42080
Tazewell County Public Schools,RICHLANDS MIDDLE,130.0,478.0,27.2,,,,,,,,,455.04,540.0,7828.0,8368.0,587.0,2979.0,3566.0,11934.0,0.0,5430465.0,1127.0,10807.0,Medium Poverty,3.6,1.8,0.0,510381001662,VA-092-0920823,5103810,VA-092,6,8,Tazewell County,185 Learning Lane,Richlands,VA,24614,Tazewell County 185 Learning Lane Richlands VA 24614,,,3096.0,(276)963-5370,32,Town: Distant,No,No,No,†,465,31.83,14.61,436,0,–,Regular,Open,tazewell county,51185,59.09090909,67.18181818,33.18181818,77.90909091,62.36363636,38.81818182,30.45454545,67.81818182,0.2470838427,0.1702845936,0.08744174673,0.1937145436,0.08597874127,0.08168797545,0.2491047009,0.01063653915,42080
Tazewell County Public Schools,TAZEWELL HIGH,130.0,532.0,24.44,2,137,1.46,134,2,0,0,97.5,492.78,355.0,6997.0,7352.0,587.0,2979.0,3566.0,10918.0,23286.0,5379995.0,942.0,9976.0,Medium Poverty,5.4,8.1,2.7,510381001668,VA-092-0920890,5103810,VA-092,9,12,Tazewell County,167 Cosby Blvd,Tazewell,VA,24651,Tazewell County 167 Cosby Blvd Tazewell VA 24651,,,1300.0,(276)988-6502,32,Town: Distant,No,No,No,†,514,49.05,10.48,242,31,–,Regular,Open,tazewell county,51185,59.09090909,67.18181818,33.18181818,77.90909091,62.36363636,38.81818182,30.45454545,67.81818182,0.2470838427,0.1702845936,0.08744174673,0.1937145436,0.08597874127,0.08168797545,0.2491047009,0.01063653915,42080
Tazewell County Public Schools,TAZEWELL INTERMEDIATE,104.0,351.0,29.63,,,,,,,,,353.56,1184.0,5099.0,6283.0,587.0,2979.0,3566.0,9848.0,0.0,3481951.0,1771.0,8078.0,Medium Poverty,3.1,6.3,3.1,510381001657,VA-092-0920450,5103810,VA-092,3,5,Tazewell County,1253 West Riverside Drive,North Tazewell,VA,24630,Tazewell County 1253 West Riverside Drive North Tazewell VA 24630,,,9505.0,(276)988-4510,32,Town: Distant,No,No,Yes,Yes,355,17.83,19.91,291,0,–,Regular,Open,tazewell county,51185,59.09090909,67.18181818,33.18181818,77.90909091,62.36363636,38.81818182,30.45454545,67.81818182,0.2470838427,0.1702845936,0.08744174673,0.1937145436,0.08597874127,0.08168797545,0.2491047009,0.01063653915,42080
Tazewell County Public Schools,TAZEWELL MIDDLE,117.0,367.0,31.88,,,,,,,,,363.08,487.0,7674.0,8161.0,587.0,2979.0,3566.0,11727.0,0.0,4257720.0,1074.0,10653.0,Medium Poverty,9.8,3.9,0.0,510381001669,VA-092-0920100,5103810,VA-092,6,8,Tazewell County,367 Hope Street,Tazewell,VA,24651,Tazewell County 367 Hope Street Tazewell VA 24651,,,9704.0,(276)988-6513,41,Rural: Fringe,No,No,No,†,366,37.6,9.73,190,32,–,Regular,Open,tazewell county,51185,59.09090909,67.18181818,33.18181818,77.90909091,62.36363636,38.81818182,30.45454545,67.81818182,0.2470838427,0.1702845936,0.08744174673,0.1937145436,0.08597874127,0.08168797545,0.2491047009,0.01063653915,42080
